name,developers,is_free,negative,owners,positive,publishers,release_yyyy_mm,category_descriptions,genre_descriptions,tags_list
Elite Dangerous,['Frontier Developments'],False,22636,"2,000,000 .. 5,000,000",77388,['Frontier Developments'],2015-04-01,"['Single-player', 'Multi-player', 'MMO', 'Co-op', 'VR Supported', 'VR Support', 'In-App Purchases', 'Partial Controller Support', 'Remote Play on Tablet', 'Family Sharing']","['Action', 'Adventure', 'Massively Multiplayer', 'RPG', 'Simulation', 'Strategy']","['Space Sim', 'Space', 'Open World', 'Exploration', 'Sci-fi', 'Simulation', 'Massively Multiplayer', 'Multiplayer', 'VR', 'First-Person', 'Action', 'Adventure', 'Sandbox', 'Online Co-Op', 'Singleplayer', 'Trading', 'RPG', 'Difficult', 'Strategy', 'TrackIR']"
To the Moon,['Freebird Games'],False,3015,"2,000,000 .. 5,000,000",77246,"['Freebird Games', 'Serenity Forge']",2012-09-01,"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud', 'Family Sharing']","['Adventure', 'Indie', 'RPG']","['Story Rich', 'Great Soundtrack', 'Indie', 'Emotional', 'RPGMaker', 'Pixel Graphics', 'Adventure', 'Singleplayer', 'Interactive Fiction', 'Romance', 'RPG', 'Short', '2D', 'Funny', 'Psychological', 'Retro', 'Cute', 'Linear', 'Casual', 'Female Protagonist']"
TEKKEN 7,['BANDAI NAMCO Studios Inc.'],False,15580,"2,000,000 .. 5,000,000",77227,['BANDAI NAMCO Entertainment'],2017-06-01,"['Single-player', 'Multi-player', 'PvP', 'Online PvP', 'Shared/Split Screen PvP', 'Shared/Split Screen', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud', 'Steam Leaderboards', 'Remote Play on TV', 'Remote Play Together', 'Family Sharing']","['Action', 'Sports']","['Fighting', 'Action', 'Multiplayer', 'Competitive', 'Arcade', 'Local Multiplayer', 'Controller', '3D Fighter', 'Great Soundtrack', 'Singleplayer', 'e-sports', 'Character Customization', 'Sports', 'Difficult', 'Anime', 'Story Rich', ""Beat 'em up"", 'Third Person', 'Atmospheric', '2D Fighter']"
Cookie Clicker,"['Orteil', 'DashNet']",False,2674,"2,000,000 .. 5,000,000",77218,['Playsaurus'],2021-09-01,"['Single-player', 'Steam Achievements', 'Steam Workshop', 'Steam Cloud', 'Family Sharing']","['Casual', 'Indie', 'Simulation', 'Strategy']","['Clicker', 'Idler', 'Casual', 'Indie', 'Pixel Graphics', 'Management', 'Horror', 'Economy', 'Collectathon', 'Funny', '2D', 'Memes', 'Resource Management', 'Strategy', 'Comedy', 'Building', 'Simulation', 'Colorful', 'Touch-Friendly', 'Singleplayer']"
Tom Clancy's Ghost Recon® Wildlands,"['Ubisoft Paris', 'Ubisoft Annecy', 'Ubisoft Bucharest', 'Ubisoft Montpellier', 'Ubisoft Milan', 'Reflections', 'Ubisoft Belgrade']",False,19439,"2,000,000 .. 5,000,000",77138,['Ubisoft'],2017-03-01,"['Single-player', 'Multi-player', 'Co-op', 'Steam Achievements', 'Steam Trading Cards', 'In-App Purchases', 'Partial Controller Support']","['Action', 'Adventure']","['Open World', 'Shooter', 'Co-op', 'Stealth', 'Multiplayer', 'Singleplayer', 'Tactical', 'Action', 'Military', 'Third-Person Shooter', 'FPS', 'Online Co-Op', 'Third Person', 'Adventure', 'Survival', 'Strategy', 'Sandbox', 'First-Person', 'Atmospheric', 'PvP']"
Resident Evil 4 (2005),['Capcom'],False,5431,"2,000,000 .. 5,000,000",77003,['Capcom'],2014-02-01,"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Captions available', 'Steam Cloud', 'Steam Leaderboards', 'Family Sharing']","['Action', 'Adventure']","['Inventory Management', 'Survival Horror', 'Action', 'Zombies', 'Horror', 'Third-Person Shooter', 'Singleplayer', 'Adventure', 'Classic', 'Third Person', 'Quick-Time Events', 'Atmospheric', 'Survival', 'Shooter', 'Gore', 'Replay Value', 'Great Soundtrack', 'Remake', 'Difficult', 'VR']"
Totally Accurate Battlegrounds,['Landfall'],True,10093,"2,000,000 .. 5,000,000",76919,['Landfall'],2018-06-01,"['Multi-player', 'PvP', 'Online PvP', 'In-App Purchases']","['Action', 'Indie', 'Free To Play']","['Multiplayer', 'Physics', 'Character Customization', 'Indie', 'Massively Multiplayer', 'Family Friendly', 'Simulation', 'Strategy', 'Battle Royale', 'FPS', 'Shooter', 'Memes', 'Action', 'PvP', 'Sandbox', 'Co-op', 'Survival', 'Open World', 'Team-Based', 'Parody ']"
Mad Max,['Avalanche Studios'],False,6430,"2,000,000 .. 5,000,000",76230,"['Warner Bros. Games', 'Warner Bros. Interactive Entertainment']",2015-09-01,"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud', 'Remote Play on Phone', 'Remote Play on Tablet', 'Remote Play on TV', 'Family Sharing']","['Action', 'Adventure']","['Open World', 'Vehicular Combat', 'Post-apocalyptic', 'Action', 'Driving', 'Singleplayer', 'Survival', 'Third Person', 'Adventure', 'Exploration', 'Automobile Sim', 'Atmospheric', 'Racing', 'Story Rich', 'Multiplayer', 'Sandbox', 'RPG', 'Shooter', 'Third-Person Shooter', 'War']"
Grand Theft Auto: San Andreas,['Rockstar Games'],False,6573,"2,000,000 .. 5,000,000",76056,['Rockstar Games'],2008-01-01,"['Single-player', 'Family Sharing']",['Action'],"['Open World', 'Action', 'Crime', 'Classic', 'Third Person', 'Automobile Sim', 'Singleplayer', 'Multiplayer', 'Shooter', 'Driving', 'Story Rich', 'Adventure', 'Sandbox', 'Mature', 'Great Soundtrack', 'Third-Person Shooter', 'Moddable', 'Atmospheric', 'Funny', 'Comedy']"
Persona 4 Golden,['ATLUS'],False,2338,"1,000,000 .. 2,000,000",76008,['SEGA'],2020-06-01,"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud', 'Family Sharing']",['RPG'],"['JRPG', 'Great Soundtrack', 'Story Rich', 'Anime', 'Turn-Based Combat', 'RPG', 'Singleplayer', 'Party-Based RPG', 'Mystery', 'Emotional', 'Multiple Endings', 'Turn-Based Strategy', 'Detective', 'Dating Sim', 'Colorful', 'Adventure', 'Strategy', 'Visual Novel', 'Violent', 'Turn-Based']"
Grounded,['Obsidian Entertainment'],False,9035,"2,000,000 .. 5,000,000",75482,['Xbox Game Studios'],2022-09-01,"['Single-player', 'Multi-player', 'Co-op', 'Online Co-op', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud', 'Remote Play on Tablet', 'Family Sharing']","['Action', 'Adventure']","['Survival', 'Multiplayer', 'Co-op', 'Open World Survival Craft', 'Base-Building', 'Crafting', 'Adventure', 'Open World', 'Horror', 'Online Co-Op', 'Exploration', 'Action', 'Sandbox', 'First-Person', 'Singleplayer', 'RPG', 'Third Person', 'Cute', 'Funny', 'Early Access']"
DEVOUR,['Straight Back Games'],False,7457,"2,000,000 .. 5,000,000",75057,['Straight Back Games'],2021-01-01,"['Single-player', 'Multi-player', 'Co-op', 'Online Co-op', 'Steam Achievements', 'Full controller support', 'Tracked Controller Support', 'VR Supported', 'Steam Trading Cards', 'Steam Cloud', 'Family Sharing']",['Indie'],"['Horror', 'Online Co-Op', 'Multiplayer', 'Survival Horror', 'Sexual Content', 'Co-op', 'Psychological Horror', 'Dark', 'Survival', 'First-Person', 'VR', 'Atmospheric', 'Indie', 'Difficult', 'Gore', 'Puzzle', 'Singleplayer', 'Violent', 'Action', 'Stealth']"
Total War: THREE KINGDOMS,"['CREATIVE ASSEMBLY', 'Feral Interactive (Mac)', 'Feral Interactive (Linux)']",False,28794,"5,000,000 .. 10,000,000",74951,"['SEGA', 'Feral Interactive (Mac)', 'Feral Interactive (Linux)']",2019-05-01,"['Single-player', 'Multi-player', 'PvP', 'Online PvP', 'LAN PvP', 'Co-op', 'Online Co-op', 'LAN Co-op', 'Steam Achievements', 'Steam Trading Cards', 'Steam Cloud', 'Family Sharing']","['Action', 'Strategy']","['Strategy', 'Historical', 'War', 'Turn-Based Strategy', 'Grand Strategy', 'RTS', 'Military', 'Multiplayer', 'Tactical', 'Singleplayer', 'Real Time Tactics', 'Action', 'Turn-Based', 'Great Soundtrack', 'Co-op', 'Simulation', 'Sandbox', 'Violent', 'Fantasy', 'Destruction']"
Noita,['Nolla Games'],False,3718,"2,000,000 .. 5,000,000",74759,['Nolla Games'],2020-10-01,"['Single-player', 'Steam Achievements', 'Steam Workshop', 'Partial Controller Support', 'Steam Cloud', 'Family Sharing']","['Action', 'Adventure', 'Indie', 'RPG', 'Simulation']","['Physics', 'Rogue-like', 'Pixel Graphics', 'Difficult', 'Dungeon Crawler', 'Indie', 'Open World', 'Sandbox', '2D', 'Perma Death', 'Action', 'Action Roguelike', 'Gun Customization', 'Rogue-lite', '2D Platformer', 'RPG', 'Dark Humor', 'Mythology', 'Crafting', 'Action-Adventure']"
Dota Underlords,['Valve'],True,16141,"5,000,000 .. 10,000,000",74753,['Valve'],2019-06-01,"['Single-player', 'Multi-player', 'PvP', 'Online PvP', 'Cross-Platform Multiplayer', 'Color Alternatives', 'Custom Volume Controls', 'Keyboard Only Option', 'Mouse Only Option', 'Playable without Timed Input', 'Stereo Sound', 'Surround Sound', 'Touch Only Option', 'Partial Controller Support', 'Steam Cloud', 'Remote Play on Phone', 'Remote Play on Tablet']","['Casual', 'Strategy', 'Free To Play']","['Free to Play', 'Strategy', 'Auto Battler', 'Casual', 'Multiplayer', 'Tactical', 'Chess', 'Turn-Based Tactics', 'Turn-Based', 'Mature', 'Competitive', 'Fantasy', 'Board Game', 'Card Game', 'Deckbuilding', 'Singleplayer', 'PvP', 'Co-op', 'Automation', 'MOBA']"
Resident Evil 3,"['CAPCOM Co., Ltd.']",False,16699,"2,000,000 .. 5,000,000",74536,"['CAPCOM Co., Ltd.']",2020-04-01,"['Single-player', 'Multi-player', 'PvP', 'Online PvP', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud', 'Remote Play on Tablet', 'HDR available', 'Family Sharing']",['Action'],"['Action', 'Zombies', 'Horror', 'Female Protagonist', 'Multiplayer', 'Survival Horror', 'Remake', 'Singleplayer', 'Third Person', 'Co-op', 'Gore', 'Third-Person Shooter', 'Violent', 'Story Rich', 'Atmospheric', 'Adventure', 'Sexual Content', 'Classic', 'Difficult', 'Great Soundtrack']"
Ring of Elysium,['Aurora Studio'],False,25492,"10,000,000 .. 20,000,000",74345,['TCH Scarlet Limited'],2019-06-01,"['Multi-player', 'PvP', 'Online PvP', 'Family Sharing']","['Action', 'Free To Play', 'Massively Multiplayer']","['Free to Play', 'Battle Royale', 'Shooter', 'Multiplayer', 'Survival', 'FPS', 'Action', 'Massively Multiplayer', 'Third-Person Shooter', 'Early Access', 'Singleplayer', 'Open World', 'PvP', 'Co-op', 'Tactical', '3D', 'Violent', 'Gore', 'MOBA', 'First-Person']"
Trove,['gamigo US Inc.'],True,18267,"10,000,000 .. 20,000,000",74103,['gamigo US Inc.'],2015-07-01,"['Multi-player', 'MMO', 'PvP', 'Online PvP', 'Co-op', 'Online Co-op', 'Steam Achievements', 'Steam Trading Cards', 'Steam Workshop', 'In-App Purchases', 'Adjustable Text Size', 'Custom Volume Controls', 'Playable without Timed Input', 'Save Anytime', 'Partial Controller Support']","['Action', 'Adventure', 'Casual', 'Massively Multiplayer', 'RPG', 'Free To Play']","['Free to Play', 'Open World', 'Sandbox', 'Pixel Graphics', 'Fantasy', 'MMORPG', 'Voxel', 'Multiplayer', 'Crafting', 'Family Friendly', 'Replay Value', 'RPG', 'Building', 'Procedural Generation', 'Adventure', 'Dungeon Crawler', 'Massively Multiplayer', 'Nostalgia', 'Action', 'Colorful']"
Deceit,['World Makers'],True,19421,"5,000,000 .. 10,000,000",73606,['World Makers'],2017-03-01,"['Multi-player', 'PvP', 'Online PvP', 'Steam Achievements', 'Steam Trading Cards', 'In-App Purchases', 'Partial Controller Support', 'Remote Play on Phone', 'Remote Play on Tablet']","['Action', 'Indie', 'Free To Play']","['PvP', 'Multiplayer', 'Horror', 'Social Deduction', 'Free to Play', 'Choices Matter', 'Shooter', 'FPS', 'First-Person', 'Psychological Horror', 'Strategy', 'Funny', 'Co-op', 'Action', 'Zombies', 'Psychological', 'Mystery', 'Survival', 'Survival Horror', 'Atmospheric']"
The Witcher: Enhanced Edition Director's Cut,['CD PROJEKT RED'],False,9135,"2,000,000 .. 5,000,000",73569,"['CD PROJEKT RED', '1C-SoftClub']",2008-09-01,"['Single-player', 'Camera Comfort', 'Color Alternatives', 'Custom Volume Controls', 'Adjustable Difficulty', 'Mouse Only Option', 'Playable without Timed Input', 'Save Anytime', 'Stereo Sound', 'Steam Cloud', 'Family Sharing']","['Action', 'RPG']","['RPG', 'Fantasy', 'Story Rich', 'Mature', 'Singleplayer', 'Choices Matter', 'Action', 'Third Person', 'Nudity', 'Adventure', 'Dark Fantasy', 'Based On A Novel', 'Atmospheric', 'Open World', 'Great Soundtrack', 'Medieval', 'Multiple Endings', 'Action RPG', 'Magic', 'Classic']"
Total War: ROME II - Emperor Edition,"['CREATIVE ASSEMBLY', 'Feral Interactive']",False,14614,"2,000,000 .. 5,000,000",73559,"['SEGA', 'Feral Interactive']",2013-09-01,"['Single-player', 'Multi-player', 'PvP', 'Online PvP', 'LAN PvP', 'Co-op', 'Online Co-op', 'LAN Co-op', 'Steam Trading Cards', 'Steam Cloud', 'Family Sharing']",['Strategy'],"['Strategy', 'Historical', 'Turn-Based Strategy', 'Grand Strategy', 'Rome', 'Tactical', 'War', 'Multiplayer', 'Real Time Tactics', 'RTS', 'Turn-Based', 'Singleplayer', 'Online Co-Op', 'Simulation', 'Co-op', 'Turn-Based Tactics', 'Moddable', 'Action', 'Atmospheric', 'Education']"
The Crew™ 2,['Ivory Tower'],False,21141,"2,000,000 .. 5,000,000",72724,['Ubisoft'],2018-06-01,"['Single-player', 'Multi-player', 'MMO', 'PvP', 'Online PvP', 'Co-op', 'Online Co-op', 'Steam Achievements', 'Captions available', 'In-App Purchases', 'Partial Controller Support', 'Remote Play on Phone', 'Remote Play on Tablet']","['Action', 'Massively Multiplayer', 'Racing']","['Racing', 'Open World', 'Automobile Sim', 'Multiplayer', 'Driving', 'Massively Multiplayer', 'Action', 'Flight', 'Co-op', 'Singleplayer', 'Arcade', 'Online Co-Op', 'First-Person', 'Third Person', 'Simulation', 'America', 'Sports', 'Atmospheric', 'Sandbox', 'Adventure']"
A Way Out,['Hazelight Studios'],False,10149,"2,000,000 .. 5,000,000",72313,['Electronic Arts'],2020-06-01,"['Multi-player', 'Co-op', 'Online Co-op', 'Shared/Split Screen Co-op', 'Shared/Split Screen', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Remote Play on Phone', 'Remote Play on Tablet', 'Remote Play on TV', 'Remote Play Together']","['Action', 'Adventure', 'Indie']","['Online Co-Op', 'Co-op', 'Split Screen', 'Story Rich', 'Local Co-Op', 'Multiplayer', 'Action-Adventure', 'Action', 'Adventure', 'Crime', 'Third Person', 'Emotional', 'Conversation', 'Atmospheric', 'Nudity', 'Cinematic', 'Sexual Content', 'Violent', 'Singleplayer', 'Indie']"
"Papers, Please",['Lucas Pope'],False,2019,"2,000,000 .. 5,000,000",72168,['3909'],2013-08-01,"['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Steam Cloud', 'Stats', 'Steam Leaderboards', 'Remote Play on Phone', 'Remote Play on Tablet', 'Family Sharing']","['Adventure', 'Indie']","['Indie', 'Political', 'Simulation', 'Point & Click', 'Singleplayer', 'Pixel Graphics', 'Dystopian ', 'Multiple Endings', 'Puzzle', 'Story Rich', 'Retro', 'Atmospheric', '2D', 'Addictive', 'Great Soundtrack', 'Strategy', 'Replay Value', 'Casual', 'Difficult', 'Adventure']"
The Walking Dead,['Telltale Games'],False,1995,"2,000,000 .. 5,000,000",71633,['Skybound Games'],2012-04-01,"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Family Sharing']",['Adventure'],"['Zombies', 'Story Rich', 'Adventure', 'Point & Click', 'Episodic', 'Singleplayer', 'Choices Matter', 'Drama', 'Horror', 'Emotional', 'Mature', 'Atmospheric', 'Choose Your Own Adventure', 'Post-apocalyptic', 'Comic Book', 'Survival', 'Quick-Time Events', 'Gore', 'Action', 'Third Person']"
FTL: Faster Than Light,['Subset Games'],False,3491,"2,000,000 .. 5,000,000",71561,['Subset Games'],2012-09-01,"['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Remote Play on Phone', 'Remote Play on Tablet', 'Family Sharing']","['Indie', 'Simulation', 'Strategy']","['Rogue-like', 'Space', 'Strategy', 'Sci-fi', 'Indie', 'Singleplayer', 'Perma Death', 'Difficult', 'Replay Value', 'Real-Time with Pause', 'Procedural Generation', 'Tactical', 'Space Sim', 'Top-Down', '2D', 'Rogue-lite', 'Survival', 'Choose Your Own Adventure', 'Simulation', 'Adventure']"
Beat Saber,['Beat Games'],False,3271,"2,000,000 .. 5,000,000",71341,['Beat Games'],2019-05-01,"['Single-player', 'Multi-player', 'PvP', 'Online PvP', 'Tracked Controller Support', 'VR Only', 'Steam Leaderboards', 'Family Sharing']",['Indie'],"['VR', 'Rhythm', 'Music', 'Moddable', 'Fast-Paced', 'Singleplayer', 'Difficult', 'First-Person', 'Multiplayer', 'Indie', 'Swordplay', 'Action', 'Sports', 'Great Soundtrack', 'Futuristic', 'Casual', 'Music-Based Procedural Generation', 'PvP', 'Games Workshop', 'Early Access']"
Ravenfield,['SteelRaven7'],False,2264,"1,000,000 .. 2,000,000",71341,['SteelRaven7'],2017-05-01,"['Single-player', 'Steam Workshop', 'Partial Controller Support', 'Includes level editor', 'Family Sharing']","['Action', 'Indie', 'Early Access']","['FPS', 'War', 'Singleplayer', 'Shooter', 'Military', 'Action', 'Sandbox', 'First-Person', 'Early Access', 'Funny', 'Team-Based', 'Tactical', 'Moddable', 'Strategy', 'Simulation', 'Indie', 'Physics', 'Realistic', 'Atmospheric', 'Adventure']"
Batman: Arkham Asylum Game of the Year Edition,['Rocksteady Studios'],False,2711,"2,000,000 .. 5,000,000",70940,['WB Games'],2010-03-01,"['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Partial Controller Support', 'Steam Cloud', 'Family Sharing']","['Action', 'Adventure']","['Action', 'Stealth', 'Third Person', 'Superhero', 'Adventure', 'Singleplayer', 'Open World', ""Beat 'em up"", 'Detective', 'Comic Book', 'Atmospheric', 'Story Rich', 'Action-Adventure', 'Fighting', 'Controller', 'Metroidvania', 'Puzzle', 'Horror', '3D Vision', 'Dark']"
Barotrauma,"['FakeFish', 'Undertow Games']",False,4640,"2,000,000 .. 5,000,000",70694,['Daedalic Entertainment'],2023-03-01,"['Single-player', 'Multi-player', 'PvP', 'Online PvP', 'Co-op', 'Online Co-op', 'Steam Achievements', 'Steam Trading Cards', 'Steam Workshop', 'Steam Cloud', 'Includes level editor', 'Family Sharing']","['Action', 'Indie', 'Simulation', 'Strategy']","['Co-op', 'Multiplayer', 'Survival', 'Submarine', 'Survival Horror', '2D', 'Horror', 'Underwater', 'Simulation', 'Sci-fi', 'Management', 'Strategy', 'Action', 'Difficult', 'Moddable', 'Gore', 'Violent', 'Singleplayer', 'Naval', 'Early Access']"
Farming Simulator 19,['Giants Software'],False,4172,"2,000,000 .. 5,000,000",70448,['Giants Software'],2018-11-01,"['Single-player', 'Multi-player', 'Co-op', 'Online Co-op', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud', 'Remote Play on Tablet', 'Remote Play on TV', 'Family Sharing']",['Simulation'],"['Simulation', 'Farming Sim', 'Multiplayer', 'Agriculture', 'Realistic', 'Driving', 'Open World', 'Singleplayer', 'Management', 'Automobile Sim', 'Moddable', 'Co-op', 'Resource Management', 'Relaxing', 'First-Person', 'Online Co-Op', 'Economy', 'Family Friendly', 'Atmospheric', 'Strategy']"
ARMORED CORE™ VI FIRES OF RUBICON™,"['FromSoftware, Inc.']",False,6617,"2,000,000 .. 5,000,000",70425,"['FromSoftware, Inc.', 'Bandai Namco Entertainment Inc.']",2023-08-01,"['Single-player', 'Multi-player', 'PvP', 'Online PvP', 'Steam Achievements', 'Steam Trading Cards', 'Camera Comfort', 'Custom Volume Controls', 'Playable without Timed Input', 'Stereo Sound', 'Surround Sound', 'Partial Controller Support', 'Steam Cloud', 'Family Sharing']",['Action'],"['Mechs', 'Character Customization', 'Action', 'Robots', 'Third Person', 'Combat', 'Fast-Paced', 'Sci-fi', '3D', 'Souls-like', 'Multiplayer', 'Futuristic', 'Post-apocalyptic', 'Singleplayer', 'Difficult', 'Vehicular Combat', 'Soundtrack', 'Military', 'Action-Adventure', 'Atmospheric']"
Yakuza 0,['Ryu Ga Gotoku Studio'],False,3189,"1,000,000 .. 2,000,000",70292,['SEGA'],2018-08-01,"['Single-player', 'Multi-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud', 'Steam Leaderboards', 'Remote Play on Phone', 'Remote Play on Tablet', 'Remote Play on TV', 'Family Sharing']","['Action', 'Adventure', 'RPG']","['Story Rich', 'Action', ""Beat 'em up"", 'Great Soundtrack', 'Crime', 'Open World', 'Minigames', 'Funny', 'RPG', 'Singleplayer', 'Violent', 'Mature', 'Adventure', 'Comedy', 'Sexual Content', 'Third Person', 'Drama', 'Atmospheric', 'JRPG', 'Dating Sim']"
Blender,['Blender Foundation'],True,2695,"5,000,000 .. 10,000,000",70186,['Blender Foundation'],2015-04-01,[],"['Animation & Modeling', 'Design & Illustration', 'Video Production']","['Animation & Modeling', 'Software', 'Design & Illustration', 'Free to Play', 'Game Development', 'Video Production', '3D', 'Difficult', 'GameMaker', 'Utilities', 'Physics', 'Singleplayer', '3D Vision', 'Sandbox', '2D', 'Moddable', 'Building', 'Hentai', 'Survival Horror', 'Story Rich']"
Katana ZERO,['Askiisoft'],False,1397,"2,000,000 .. 5,000,000",69672,['Devolver Digital'],2019-04-01,"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud', 'Remote Play on Phone', 'Remote Play on Tablet', 'Remote Play on TV', 'Family Sharing']","['Action', 'Indie']","['Pixel Graphics', 'Action', 'Great Soundtrack', 'Story Rich', 'Platformer', 'Cyberpunk', '2D Platformer', 'Indie', '2D', 'Hack and Slash', 'Fast-Paced', 'Violent', 'Difficult', 'Singleplayer', 'Time Manipulation', 'Gore', 'Ninja', 'Retro', 'Noir', 'Sci-fi']"
BattleBlock Theater®,['The Behemoth'],False,1997,"2,000,000 .. 5,000,000",69617,['The Behemoth'],2014-05-01,"['Single-player', 'Multi-player', 'PvP', 'Online PvP', 'Shared/Split Screen PvP', 'Co-op', 'Online Co-op', 'Shared/Split Screen Co-op', 'Shared/Split Screen', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Workshop', 'Steam Cloud', 'Stats', 'Steam Leaderboards', 'Includes level editor', 'Remote Play on Phone', 'Remote Play on Tablet', 'Remote Play on TV', 'Remote Play Together', 'Family Sharing']","['Action', 'Adventure', 'Casual', 'Indie']","['Co-op', 'Platformer', 'Funny', 'Comedy', 'Level Editor', 'Multiplayer', 'Local Co-Op', '2D', 'Online Co-Op', 'Cats', '2D Platformer', 'Action', 'Side Scroller', 'Local Multiplayer', 'Casual', 'Singleplayer', 'Puzzle-Platformer', 'Indie', 'Puzzle', 'Narration']"
Age of Empires IV: Anniversary Edition,"[""World's Edge"", 'Relic Entertainment', 'Forgotten Empires', 'Climax Studios']",False,11311,"2,000,000 .. 5,000,000",69559,['Xbox Game Studios'],2021-10-01,"['Single-player', 'Multi-player', 'PvP', 'Online PvP', 'Co-op', 'Online Co-op', 'Cross-Platform Multiplayer', 'Steam Achievements', 'Family Sharing']",['Strategy'],"['Strategy', 'RTS', 'Base-Building', 'Multiplayer', 'War', 'Singleplayer', 'Resource Management', 'Medieval', 'City Builder', 'Historical', 'Action RTS', 'PvP', 'PvE', 'Co-op', '3D', 'Management', 'Isometric', 'Open World', 'Online Co-Op', 'Mature']"
Green Hell,['Creepy Jar'],False,11300,"2,000,000 .. 5,000,000",69304,['Creepy Jar'],2019-09-01,"['Single-player', 'Multi-player', 'Co-op', 'Online Co-op', 'Steam Achievements', 'Steam Trading Cards', 'Adjustable Text Size', 'Camera Comfort', 'Custom Volume Controls', 'Adjustable Difficulty', 'Playable without Timed Input', 'Stereo Sound', 'Subtitle Options', 'Partial Controller Support', 'Steam Cloud', 'Remote Play on Tablet', 'Family Sharing']","['Action', 'Adventure', 'Indie', 'Simulation']","['Open World Survival Craft', 'Survival', 'Multiplayer', 'Online Co-Op', 'Open World', 'Crafting', 'Action', 'Base-Building', 'Singleplayer', 'Adventure', 'Co-op', 'Exploration', 'First-Person', 'Sandbox', 'Simulation', 'Survival Horror', 'Atmospheric', 'Building', 'Realistic', 'Action-Adventure']"
A Dance of Fire and Ice,['7th Beat Games'],False,4419,"2,000,000 .. 5,000,000",69052,"['7th Beat Games', 'indienova']",2019-01-01,"['Single-player', 'Steam Achievements', 'Steam Workshop', 'Partial Controller Support', 'Steam Cloud', 'Includes level editor', 'Remote Play on Phone', 'Remote Play on Tablet', 'Family Sharing']",['Indie'],"['Rhythm', 'Music', 'Difficult', 'Level Editor', 'Singleplayer', 'Indie', '2D', 'Arcade', 'Fantasy', 'Colorful', 'Psychedelic', 'Casual', 'Action', 'Atmospheric', 'Family Friendly', 'Co-op', 'Multiplayer', 'Great Soundtrack', 'Games Workshop', 'Anime']"
Watch_Dogs® 2,['Ubisoft'],False,14166,"2,000,000 .. 5,000,000",68213,['Ubisoft'],2016-11-01,"['Single-player', 'Multi-player', 'Co-op', 'Steam Achievements', 'In-App Purchases', 'Partial Controller Support']","['Action', 'Adventure']","['Open World', 'Hacking', 'Illuminati', 'Multiplayer', 'Parkour', 'Action', 'Stealth', 'Third Person', 'Shooter', 'Crime', 'Singleplayer', 'Third-Person Shooter', 'Adventure', 'Co-op', 'Mature', 'Atmospheric', 'Story Rich', 'Sandbox', 'Funny', 'FPS']"
HITMAN™ 2,['IO Interactive A/S'],False,6778,"5,000,000 .. 10,000,000",68165,['IO Interactive A/S'],2018-11-01,"['Single-player', 'Multi-player', 'Co-op', 'Online Co-op', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud', 'Remote Play on Phone', 'Remote Play on Tablet', 'Remote Play on TV', 'Family Sharing']",['Action'],"['Stealth', 'Assassin', 'Action', 'Singleplayer', 'Third Person', 'Multiplayer', 'Violent', 'Open World', 'Sandbox', 'Strategy', 'Puzzle', 'Gore', 'Shooter', 'Atmospheric', 'Third-Person Shooter', 'Co-op', 'Funny', 'Online Co-Op', 'Great Soundtrack', 'Nudity']"
Saints Row IV: Re-Elected,['Deep Silver Volition'],False,9376,"5,000,000 .. 10,000,000",67768,['Deep Silver'],2013-09-01,"['Single-player', 'Multi-player', 'Co-op', 'Online Co-op', 'Cross-Platform Multiplayer', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Workshop', 'Steam Cloud', 'Remote Play on TV', 'Family Sharing']","['Action', 'Adventure']","['Open World', 'Action', 'Comedy', 'Co-op', 'Third-Person Shooter', 'Character Customization', 'Superhero', 'Sandbox', 'Funny', 'Third Person', 'Adventure', 'Online Co-Op', 'Aliens', 'Parody ', 'Multiplayer', 'Singleplayer', 'Great Soundtrack', 'Sci-fi', 'Dark Humor', 'Female Protagonist']"
